Sample Name	Protocol REF	Parameter Value[Post Extraction]	Parameter Value[Derivatization]	Extract Name	Protocol REF	Parameter Value[Chromatography Instrument]	Term Source REF	Term Accession Number	Parameter Value[Column model]	Parameter Value[Column type]	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[Scan polarity]	Parameter Value[Scan m/z range]	Parameter Value[Instrument]	Term Source REF	Term Accession Number	Parameter Value[Ion source]	Term Source REF	Term Accession Number	Parameter Value[Mass analyzer]	Term Source REF	Term Accession Number	MS Assay Name	Raw Spectral Data File	Protocol REF	Normalization Name	Derived Spectral Data File	Protocol REF	Data Transformation Name	Metabolite Assignment File
20080809_NIH_EWY_POS_004301	Extraction		none	20080809_NIH_EWY_POS_004301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_004301	FILES/20080809_NIH_EWY_POS_004301.CDF	Data transformation	20080809_NIH_EWY_POS_004301	FILES/20080809_NIH_EWY_POS_0043.mzML	Metabolite identification	20080809_NIH_EWY_POS_004301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_004401	Extraction		none	20080809_NIH_EWY_POS_004401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_004401	FILES/20080809_NIH_EWY_POS_004401.CDF	Data transformation	20080809_NIH_EWY_POS_004401	FILES/20080809_NIH_EWY_POS_0044.mzML	Metabolite identification	20080809_NIH_EWY_POS_004401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_004601	Extraction		none	20080809_NIH_EWY_POS_004601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_004601	FILES/20080809_NIH_EWY_POS_004601.CDF	Data transformation	20080809_NIH_EWY_POS_004601	FILES/20080809_NIH_EWY_POS_0046.mzML	Metabolite identification	20080809_NIH_EWY_POS_004601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_004701	Extraction		none	20080809_NIH_EWY_POS_004701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_004701	FILES/20080809_NIH_EWY_POS_004701.CDF	Data transformation	20080809_NIH_EWY_POS_004701	FILES/20080809_NIH_EWY_POS_0047.mzML	Metabolite identification	20080809_NIH_EWY_POS_004701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_004801	Extraction		none	20080809_NIH_EWY_POS_004801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_004801	FILES/20080809_NIH_EWY_POS_004801.CDF	Data transformation	20080809_NIH_EWY_POS_004801	FILES/20080809_NIH_EWY_POS_0048.mzML	Metabolite identification	20080809_NIH_EWY_POS_004801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_004901	Extraction		none	20080809_NIH_EWY_POS_004901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_004901	FILES/20080809_NIH_EWY_POS_004901.CDF	Data transformation	20080809_NIH_EWY_POS_004901	FILES/20080809_NIH_EWY_POS_0049.mzML	Metabolite identification	20080809_NIH_EWY_POS_004901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_005001	Extraction		none	20080809_NIH_EWY_POS_005001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_005001	FILES/20080809_NIH_EWY_POS_005001.CDF	Data transformation	20080809_NIH_EWY_POS_005001	FILES/20080809_NIH_EWY_POS_0050.mzML	Metabolite identification	20080809_NIH_EWY_POS_005001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_005101	Extraction		none	20080809_NIH_EWY_POS_005101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_005101	FILES/20080809_NIH_EWY_POS_005101.CDF	Data transformation	20080809_NIH_EWY_POS_005101	FILES/20080809_NIH_EWY_POS_0051.mzML	Metabolite identification	20080809_NIH_EWY_POS_005101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_005301	Extraction		none	20080809_NIH_EWY_POS_005301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_005301	FILES/20080809_NIH_EWY_POS_005301.CDF	Data transformation	20080809_NIH_EWY_POS_005301	FILES/20080809_NIH_EWY_POS_0053.mzML	Metabolite identification	20080809_NIH_EWY_POS_005301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_005401	Extraction		none	20080809_NIH_EWY_POS_005401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_005401	FILES/20080809_NIH_EWY_POS_005401.CDF	Data transformation	20080809_NIH_EWY_POS_005401	FILES/20080809_NIH_EWY_POS_0054.mzML	Metabolite identification	20080809_NIH_EWY_POS_005401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_005601	Extraction		none	20080809_NIH_EWY_POS_005601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_005601	FILES/20080809_NIH_EWY_POS_005601.CDF	Data transformation	20080809_NIH_EWY_POS_005601	FILES/20080809_NIH_EWY_POS_0056.mzML	Metabolite identification	20080809_NIH_EWY_POS_005601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_005701	Extraction		none	20080809_NIH_EWY_POS_005701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_005701	FILES/20080809_NIH_EWY_POS_005701.CDF	Data transformation	20080809_NIH_EWY_POS_005701	FILES/20080809_NIH_EWY_POS_0057.mzML	Metabolite identification	20080809_NIH_EWY_POS_005701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_005801	Extraction		none	20080809_NIH_EWY_POS_005801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_005801	FILES/20080809_NIH_EWY_POS_005801.CDF	Data transformation	20080809_NIH_EWY_POS_005801	FILES/20080809_NIH_EWY_POS_0058.mzML	Metabolite identification	20080809_NIH_EWY_POS_005801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006001	Extraction		none	20080809_NIH_EWY_POS_006001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006001	FILES/20080809_NIH_EWY_POS_006001.CDF	Data transformation	20080809_NIH_EWY_POS_006001	FILES/20080809_NIH_EWY_POS_0060.mzML	Metabolite identification	20080809_NIH_EWY_POS_006001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006101	Extraction		none	20080809_NIH_EWY_POS_006101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006101	FILES/20080809_NIH_EWY_POS_006101.CDF	Data transformation	20080809_NIH_EWY_POS_006101	FILES/20080809_NIH_EWY_POS_0061.mzML	Metabolite identification	20080809_NIH_EWY_POS_006101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006201	Extraction		none	20080809_NIH_EWY_POS_006201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006201	FILES/20080809_NIH_EWY_POS_006201.CDF	Data transformation	20080809_NIH_EWY_POS_006201	FILES/20080809_NIH_EWY_POS_0062.mzML	Metabolite identification	20080809_NIH_EWY_POS_006201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006301	Extraction		none	20080809_NIH_EWY_POS_006301	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006301	FILES/20080809_NIH_EWY_POS_006301.CDF	Data transformation	20080809_NIH_EWY_POS_006301	FILES/20080809_NIH_EWY_POS_0063.mzML	Metabolite identification	20080809_NIH_EWY_POS_006301	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006401	Extraction		none	20080809_NIH_EWY_POS_006401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006401	FILES/20080809_NIH_EWY_POS_006401.CDF	Data transformation	20080809_NIH_EWY_POS_006401	FILES/20080809_NIH_EWY_POS_0064.mzML	Metabolite identification	20080809_NIH_EWY_POS_006401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006501	Extraction		none	20080809_NIH_EWY_POS_006501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006501	FILES/20080809_NIH_EWY_POS_006501.CDF	Data transformation	20080809_NIH_EWY_POS_006501	FILES/20080809_NIH_EWY_POS_0065.mzML	Metabolite identification	20080809_NIH_EWY_POS_006501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006701	Extraction		none	20080809_NIH_EWY_POS_006701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006701	FILES/20080809_NIH_EWY_POS_006701.CDF	Data transformation	20080809_NIH_EWY_POS_006701	FILES/20080809_NIH_EWY_POS_0067.mzML	Metabolite identification	20080809_NIH_EWY_POS_006701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006801	Extraction		none	20080809_NIH_EWY_POS_006801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006801	FILES/20080809_NIH_EWY_POS_006801.CDF	Data transformation	20080809_NIH_EWY_POS_006801	FILES/20080809_NIH_EWY_POS_0068.mzML	Metabolite identification	20080809_NIH_EWY_POS_006801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_006901	Extraction		none	20080809_NIH_EWY_POS_006901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_006901	FILES/20080809_NIH_EWY_POS_006901.CDF	Data transformation	20080809_NIH_EWY_POS_006901	FILES/20080809_NIH_EWY_POS_0069.mzML	Metabolite identification	20080809_NIH_EWY_POS_006901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007001	Extraction		none	20080809_NIH_EWY_POS_007001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007001	FILES/20080809_NIH_EWY_POS_007001.CDF	Data transformation	20080809_NIH_EWY_POS_007001	FILES/20080809_NIH_EWY_POS_0070.mzML	Metabolite identification	20080809_NIH_EWY_POS_007001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007101	Extraction		none	20080809_NIH_EWY_POS_007101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007101	FILES/20080809_NIH_EWY_POS_007101.CDF	Data transformation	20080809_NIH_EWY_POS_007101	FILES/20080809_NIH_EWY_POS_0071.mzML	Metabolite identification	20080809_NIH_EWY_POS_007101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007201	Extraction		none	20080809_NIH_EWY_POS_007201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007201	FILES/20080809_NIH_EWY_POS_007201.CDF	Data transformation	20080809_NIH_EWY_POS_007201	FILES/20080809_NIH_EWY_POS_0072.mzML	Metabolite identification	20080809_NIH_EWY_POS_007201	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007401	Extraction		none	20080809_NIH_EWY_POS_007401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007401	FILES/20080809_NIH_EWY_POS_007401.CDF	Data transformation	20080809_NIH_EWY_POS_007401	FILES/20080809_NIH_EWY_POS_0074.mzML	Metabolite identification	20080809_NIH_EWY_POS_007401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007501	Extraction		none	20080809_NIH_EWY_POS_007501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007501	FILES/20080809_NIH_EWY_POS_007501.CDF	Data transformation	20080809_NIH_EWY_POS_007501	FILES/20080809_NIH_EWY_POS_0075.mzML	Metabolite identification	20080809_NIH_EWY_POS_007501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007601	Extraction		none	20080809_NIH_EWY_POS_007601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007601	FILES/20080809_NIH_EWY_POS_007601.CDF	Data transformation	20080809_NIH_EWY_POS_007601	FILES/20080809_NIH_EWY_POS_0076.mzML	Metabolite identification	20080809_NIH_EWY_POS_007601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007801	Extraction		none	20080809_NIH_EWY_POS_007801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007801	FILES/20080809_NIH_EWY_POS_007801.CDF	Data transformation	20080809_NIH_EWY_POS_007801	FILES/20080809_NIH_EWY_POS_0078.mzML	Metabolite identification	20080809_NIH_EWY_POS_007801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_007901	Extraction		none	20080809_NIH_EWY_POS_007901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_007901	FILES/20080809_NIH_EWY_POS_007901.CDF	Data transformation	20080809_NIH_EWY_POS_007901	FILES/20080809_NIH_EWY_POS_0079.mzML	Metabolite identification	20080809_NIH_EWY_POS_007901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008001	Extraction		none	20080809_NIH_EWY_POS_008001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008001	FILES/20080809_NIH_EWY_POS_008001.CDF	Data transformation	20080809_NIH_EWY_POS_008001	FILES/20080809_NIH_EWY_POS_0080.mzML	Metabolite identification	20080809_NIH_EWY_POS_008001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008101	Extraction		none	20080809_NIH_EWY_POS_008101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008101	FILES/20080809_NIH_EWY_POS_008101.CDF	Data transformation	20080809_NIH_EWY_POS_008101	FILES/20080809_NIH_EWY_POS_0081.mzML	Metabolite identification	20080809_NIH_EWY_POS_008101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008401	Extraction		none	20080809_NIH_EWY_POS_008401	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008401	FILES/20080809_NIH_EWY_POS_008401.CDF	Data transformation	20080809_NIH_EWY_POS_008401	FILES/20080809_NIH_EWY_POS_0084.mzML	Metabolite identification	20080809_NIH_EWY_POS_008401	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008501	Extraction		none	20080809_NIH_EWY_POS_008501	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008501	FILES/20080809_NIH_EWY_POS_008501.CDF	Data transformation	20080809_NIH_EWY_POS_008501	FILES/20080809_NIH_EWY_POS_0085.mzML	Metabolite identification	20080809_NIH_EWY_POS_008501	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008601	Extraction		none	20080809_NIH_EWY_POS_008601	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008601	FILES/20080809_NIH_EWY_POS_008601.CDF	Data transformation	20080809_NIH_EWY_POS_008601	FILES/20080809_NIH_EWY_POS_0086.mzML	Metabolite identification	20080809_NIH_EWY_POS_008601	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008701	Extraction		none	20080809_NIH_EWY_POS_008701	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008701	FILES/20080809_NIH_EWY_POS_008701.CDF	Data transformation	20080809_NIH_EWY_POS_008701	FILES/20080809_NIH_EWY_POS_0087.mzML	Metabolite identification	20080809_NIH_EWY_POS_008701	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008801	Extraction		none	20080809_NIH_EWY_POS_008801	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008801	FILES/20080809_NIH_EWY_POS_008801.CDF	Data transformation	20080809_NIH_EWY_POS_008801	FILES/20080809_NIH_EWY_POS_0088.mzML	Metabolite identification	20080809_NIH_EWY_POS_008801	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_008901	Extraction		none	20080809_NIH_EWY_POS_008901	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_008901	FILES/20080809_NIH_EWY_POS_008901.CDF	Data transformation	20080809_NIH_EWY_POS_008901	FILES/20080809_NIH_EWY_POS_0089.mzML	Metabolite identification	20080809_NIH_EWY_POS_008901	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_009001	Extraction		none	20080809_NIH_EWY_POS_009001	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_009001	FILES/20080809_NIH_EWY_POS_009001.CDF	Data transformation	20080809_NIH_EWY_POS_009001	FILES/20080809_NIH_EWY_POS_0090.mzML	Metabolite identification	20080809_NIH_EWY_POS_009001	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_009101	Extraction		none	20080809_NIH_EWY_POS_009101	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_009101	FILES/20080809_NIH_EWY_POS_009101.CDF	Data transformation	20080809_NIH_EWY_POS_009101	FILES/20080809_NIH_EWY_POS_0091.mzML	Metabolite identification	20080809_NIH_EWY_POS_009101	m_MTBLS28_POS_v2_maf.tsv
20080809_NIH_EWY_POS_009201	Extraction		none	20080809_NIH_EWY_POS_009201	Chromatography	Waters ACQUITY UPLC system			ACQUITY UPLC BEH C18 (1.7 μm, 2.1 mm × 50 mm; Waters)	reverse phase					Mass spectrometry	positive	50-850	Waters Q-Tof Premier			electrospray ionization	MS	http://purl.obolibrary.org/obo/MS_1000073	quadrupole time-of-flight			20080809_NIH_EWY_POS_009201	FILES/20080809_NIH_EWY_POS_009201.CDF	Data transformation	20080809_NIH_EWY_POS_009201	FILES/20080809_NIH_EWY_POS_0092.mzML	Metabolite identification	20080809_NIH_EWY_POS_009201	m_MTBLS28_POS_v2_maf.tsv
